60000,23,56250,54971,55079,55525,56634,57052,2000,2100,2000,2000,2100,2050
120000,38,116344,111960,115804,92542,83581,61650,0,6781,0,5550,0,0
50000,46,5942,5444,2464,2521,-1,167,1056,1000,57,0,168,1002
500000,56,22981,97007,32109,56370,36918,35017,97345,32189,56436,36918,35017,23547
160000,37,17723,497,1100,652,326,5654,0,1100,652,0,5654,0
20000,34,9662,10673,11998,13010,13750,13389,1180,1505,1517,1257,0,900
180000,40,0,0,0,0,0,0,0,0,0,0,0,0
200000,28,54663,46147,44095,25454,17651,18994,11000,3000,3000,2000,3000,10000
150000,30,3415,2419,1541,1345,23018,1989,2425,1541,4,23087,1996,4010
200000,36,0,0,0,0,1680,0,0,0,0,1680,0,0
130000,32,12535,14317,15656,4918,6918,8944,2000,2040,3000,2000,2026,6561
350000,56,8451,36099,5117,6714,18801,13604,36108,5136,6735,18801,13604,7326
160000,28,408,99,99,398,99,569,99,99,398,99,569,751
60000,32,47908,49823,48757,52312,52960,51985,3000,0,5000,2100,0,4600
40000,26,31475,32663,33813,34952,36447,35515,2000,2000,2000,2500,0,1500
30000,44,28467,29792,29739,24950,25248,25109,1814,1459,1373,871,890,1375
30000,24,24238,26996,26269,27734,27151,28199,3462,0,2200,0,1500,1500
110000,48,0,0,0,0,0,0,0,0,0,0,0,0
200000,43,198595,194734,190447,187224,183641,178239,7003,7000,7000,6510,6550,6001
90000,50,91123,90056,88330,83948,82168,82304,3614,3223,3172,2743,3051,3081
460000,34,362816,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004
420000,45,-34,10321,6244,2970,3608,3019,2686,6500,3004,3797,3103,4302
190000,41,66506,67540,116043,107533,89331,91477,3000,50030,130,5000,4000,5000
350000,48,54969,47978,48631,48351,47939,33827,2087,1989,1591,1466,2000,1500
450000,34,-9,1844,0,0,0,0,1853,0,0,0,0,0
120000,29,87376,85135,86024,91380,93263,95079,0,3200,6800,3500,3500,0
50000,54,48092,35513,35230,32888,19624,20112,2500,2500,3000,2000,2000,2500
350000,38,62862,79927,76057,65139,56984,55038,24000,6000,5000,3000,6000,5000
200000,46,103138,94638,88227,82087,75285,78872,3929,4000,4000,3000,13000,13000
70000,25,0,0,0,398,248,3408,0,0,398,0,3408,1067
30000,26,7510,7247,8165,8529,8743,8949,0,1200,500,500,500,500
170000,26,30005,30621,30308,30163,29999,29973,1842,1708,1163,1199,1173,952
360000,26,23411,27796,30400,33100,180000,196,4796,3400,3100,146900,196,2963
330000,52,171004,173360,175958,178468,181544,184338,6199,6386,6435,7000,6688,6688
190000,36,185788,185959,179458,162482,158137,157956,7483,5902,7061,4902,6057,5381
50000,29,2459,2471,6015,5625,3056,2439,2471,6015,0,3056,2439,3026
80000,42,74380,68820,59079,30289,27415,28447,2619,2036,1215,1500,1504,1200
200000,58,-200,-200,-200,0,5957,0,0,0,200,5957,0,0
510000,48,113616,96756,72730,64746,24040,23791,9019,8000,20000,24040,23791,22503
30000,58,9819,10873,9646,9995,10371,5139,1230,1100,419,600,500,500
60000,35,20195,21267,21332,21680,23011,23498,1700,700,1000,2000,1000,0
30000,26,-201,349,-199,0,199,199,550,0,199,199,0,3915
80000,53,9637,7251,8026,3878,3618,0,0,1088,1000,1000,958,1210
170000,33,1547,0,0,0,0,0,0,0,0,0,0,0
90000,42,92837,95413,94460,10031,11243,3343,4500,2000,10061,11277,3808,14741
500000,47,7233,2321,18261,16456,11225,36770,0,18261,0,0,40270,0
110000,34,102638,101681,100316,100512,102215,103909,4600,4000,4000,3800,4000,4000
30000,28,25554,28031,28345,27591,28218,29880,3204,1068,0,1068,2136,600
120000,29,111625,110488,107488,97021,86283,87345,4012,4000,5000,3000,3300,3010
80000,29,26524,23224,23141,22160,21478,20441,1500,1700,1000,1000,1000,1500
500000,29,6887,2926,2546,5495,180,-486,2940,2569,6360,3,0,3012
230000,45,50500,22771,2652,12097,30096,8961,22771,2652,12097,30096,8961,38591
80000,31,28788,27620,26352,939,2202,1369,8000,1000,939,2202,1369,4827
220000,48,2500,2500,0,0,0,0,0,0,0,0,0,0
30000,23,20194,24860,24180,25467,26241,30637,5000,0,2000,1500,5000,2528
240000,34,1731,6763,0,5717,10134,1045,6763,5717,0,10134,1045,6585
50000,53,51254,49852,28379,15988,16718,17446,0,6200,2000,1000,1000,1000
50000,57,42624,39943,7218,6946,6808,6542,2173,1248,366,500,384,500
70000,36,33050,34100,21351,19837,19273,13900,5000,2000,3000,4000,10000,10000
140000,31,727,829,550,1045,432,898,829,550,1045,432,898,208
50000,35,45822,47173,48592,-22108,45709,39188,2413,2832,39,91983,1570,1445
260000,62,390,390,390,390,390,390,390,780,390,390,390,390
90000,32,76442,76633,78174,78800,77417,82369,2000,3400,2500,0,6250,3100
20000,45,4516,-630,18976,8005,3034,9287,700,21400,1005,3034,9287,85
500000,36,396,1043,19230,116696,194483,195454,1043,19230,100062,94503,10000,40000
200000,52,16964,317,1169,3175,153,0,317,1169,3178,153,0,0
30000,24,31073,30279,30428,30485,31012,30402,0,1500,2700,1300,0,1117
130000,55,780,780,390,390,1080,540,390,0,390,1080,0,390
30000,22,31176,30408,29205,29090,30121,28013,0,0,1013,2400,0,1200
50000,30,1500,0,0,0,0,0,0,0,0,0,0,0
240000,28,237633,200572,189615,197092,201528,197155,7065,6002,10002,7030,6275,8088
30000,22,28579,26683,25591,16337,19690,19986,2006,2041,2001,4004,2006,2000
150000,26,136736,125651,116684,101581,77741,77264,4486,4235,3161,2647,2669,2669
20000,24,396,1301,12056,11151,11219,18120,1301,11151,0,600,8120,1500
320000,41,59807,68080,67745,91798,90936,92588,10000,4200,30000,7,3000,0
250000,37,212954,215928,221963,224949,229577,234221,8000,9510,8160,8364,8493,8625
190000,29,132669,134605,136202,9207,0,0,6000,6000,1000,0,0,0
70000,26,71147,72227,71078,50777,50841,50682,3800,3200,1950,2000,1828,2200
350000,32,43356,14236,16991,18541,20075,20491,2000,3000,2000,2001,580,677
500000,33,134503,114682,124240,131006,137911,119343,20031,20029,20058,20127,10000,10027
360000,38,1288,2508,2500,0,0,0,2520,2500,0,0,0,0
80000,26,390,390,390,0,780,0,390,390,0,780,0,0
50000,39,46410,48710,8108,7358,3098,0,5000,2001,2000,0,0,0
70000,40,65059,65204,55018,27430,25498,27678,3141,7000,5505,3000,4000,5000
180000,43,3690,15618,4685,238,218,6690,15682,4699,238,218,6710,11949
500000,36,4952,6607,8544,15351,5839,9192,3008,4005,8048,131,9213,111
310000,35,308105,303679,278488,256962,262381,278117,13088,9834,9500,9700,20200,11000
250000,44,98727,102134,106434,107673,109780,113961,5000,6000,4500,4000,6000,4500
250000,46,1197,-19,3121,2372,502,1979,0,3140,2387,504,1989,19150
50000,54,18691,21072,20039,20042,20097,20288,3000,0,700,750,900,692
150000,32,1663,14045,13155,15183,11498,2392,14045,1030,5183,0,2392,7007
210000,32,0,0,980,0,0,0,0,980,0,0,0,238
260000,34,136914,139380,140836,153026,156108,158893,7000,5188,15000,7500,7000,3000
30000,24,300,300,300,300,300,300,0,0,0,0,0,0
180000,24,169263,174532,176686,165491,169222,173246,8000,6700,6000,6400,7000,7000
50000,35,34265,34175,33392,28340,24384,22643,2000,2000,2000,2000,1000,1000
80000,36,65205,72922,74943,75399,53373,55554,20000,5000,3000,5000,3000,3000
30000,58,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961
340000,29,5060,7604,14900,0,2650,1000,7604,10000,0,2650,0,1000
10000,28,3717,3659,5640,5401,6811,6567,150,2200,0,1500,0,6000
310000,31,86082,78328,78380,77102,66828,58520,3550,6000,2559,45,3033,3000
180000,34,95008,97088,98093,99578,101828,103986,4500,3500,4000,4000,4000,4000
280000,26,146130,120750,105492,104061,105202,107143,5042,4000,4000,4000,4368,4000
100000,30,96846,98364,21255,0,0,0,5055,1049,0,0,0,0
280000,34,0,0,0,17535,9119,18960,0,0,17535,9119,18960,1200
180000,37,8788,40927,28306,31578,21195,11776,40970,1210,10015,10009,11783,110306
610000,39,145143,136334,103624,101044,106356,92459,5002,5000,4006,10000,7000,5000
250000,37,1291,1391,3498,8963,0,14660,1391,3498,8963,0,14660,62832
320000,31,77052,65457,62680,62597,60080,55314,3000,3000,3017,2100,3000,3000
400000,24,35660,37065,38142,38870,30059,27656,2000,1673,1401,990,964,975
220000,46,249449,243517,228368,224414,196229,190050,9501,0,10000,7200,7001,6900
50000,24,51112,51086,51365,50579,20413,20452,2109,2388,1602,900,838,707
230000,47,740,740,10860,10120,7050,740,740,10860,0,0,740,0
160000,50,3440,3208,3315,2645,1049,1469,3219,3322,2645,1049,1469,3490
110000,36,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200
220000,31,167390,123981,250982,129905,131248,139420,6000,5000,6500,5000,10500,5200
510000,61,181733,192903,181801,178179,223100,216225,17000,0,6508,50000,7000,6000
200000,33,7770,3266,200,15845,15845,-39,5846,200,15845,0,0,0
290000,50,272799,261286,246740,224260,233251,226100,10109,10126,7095,30227,40213,40211
200000,30,141785,144933,148103,148137,151505,154728,7000,7000,4000,4000,4000,4000
500000,30,8371,8759,5574,10403,2293,2702,1015,5584,6348,46,2702,4648
300000,42,28077,1063,11510,10310,0,0,1500,11516,0,0,0,7000
80000,31,70664,62223,26400,27201,27363,-4000,2036,1500,1201,1500,2000,2000
170000,28,105509,106445,68703,66338,62135,65706,4285,3000,3000,3000,5000,3000
50000,22,4434,4215,5241,6238,5979,7492,0,1103,1100,215,2000,1000
70000,48,9518,9217,10557,11576,12383,13180,0,1500,1200,1000,1000,500
80000,46,76184,78306,79835,40499,41346,42348,3345,3344,1447,1497,1686,1509
300000,29,-1282,-1282,132218,133533,136877,139940,0,133500,5000,5500,5500,5500
90000,28,81553,39759,29601,20650,0,0,2000,1396,1050,0,0,0
200000,42,326,645,586,600,485,0,645,586,600,485,0,0
50000,24,18201,26525,12969,13758,14390,16571,14813,1000,1000,1000,3000,1000
340000,50,2728,15650,11550,11058,6912,4125,15650,11554,11058,6917,4125,4850
20000,24,18466,15946,16327,17970,18819,16642,1500,1500,2000,1000,1000,1000
80000,37,47751,-215,855086,632,632,124542,215,1024520,632,632,124542,14770
30000,38,29632,30239,30526,29219,30012,28422,1492,1661,1238,1031,1083,0
330000,28,0,1056,2006,-2,1683,1382,1056,2014,0,1685,1388,967
100000,26,89799,87459,94009,95577,93145,95489,0,8000,4000,0,4000,4000
20000,23,11862,11259,12482,10528,9293,17099,1300,1446,500,500,8000,1000
200000,27,137266,137888,136545,116549,109622,111113,5212,5065,4005,3900,4003,4306
150000,41,113358,124745,121249,124237,132252,134925,14779,0,5000,10000,5000,0
30000,29,28541,16436,18146,0,0,0,1385,5000,0,0,0,0
50000,26,31392,32976,34154,33311,35246,34548,2400,2000,0,2800,0,3100
500000,49,9502,9206,11000,13000,0,0,0,2000,2000,0,0,0
130000,25,0,0,0,0,0,0,0,0,0,0,0,0
500000,46,991,4073,6738,2500,0,0,4082,6738,2510,0,0,1000
180000,49,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,17638,17058,17541,19338,17889,18486,1666,1149,1946,0,1007,0
60000,24,27295,27403,23837,23078,22618,23950,1724,1600,1000,1000,2500,1300
280000,38,192080,197796,314042,116480,118270,124742,5716,117698,3884,3376,7503,3591
400000,30,139862,125280,109278,94511,64995,28654,9209,3807,2403,1933,1014,104078
60000,24,57925,58188,58411,58743,60042,57781,2100,3000,2500,2500,2300,5000
230000,39,948,1156,1728,1156,1172,396,1156,1728,0,1172,0,776
50000,29,43933,42927,46324,45283,48042,50834,0,4100,0,3780,3515,1800
50000,49,1261,1261,1261,480,390,540,1261,1261,480,300,540,780
210000,33,154714,150011,139854,138054,136674,136196,4830,4700,4515,4426,4436,4765
230000,39,-17,1786,0,0,0,0,1803,0,0,0,0,0
410000,41,396975,409780,383225,396283,274224,321787,30000,20000,20000,50000,30000,43312
20000,52,18049,14361,15425,16460,17380,17650,1536,1600,1600,1500,700,2900
50000,28,46709,12889,50199,74405,38772,39438,1690,38000,1500,4000,2000,1500
130000,38,780,0,11440,3752,1824,390,0,11440,3752,1824,390,390
280000,46,34433,34763,25048,24116,50483,47056,1383,1647,1004,41551,2056,1670
80000,28,75923,57259,50845,36207,32515,15128,2500,2548,2500,1100,1000,1000
140000,28,23702,23917,24460,435,435,435,1457,1000,435,435,435,435
110000,33,39768,44333,43320,48236,49195,48253,5548,0,5651,1876,0,2000
50000,25,44663,48045,47306,49296,47220,49584,4100,400,3000,2,4005,6
230000,39,-17,1786,0,0,0,0,1803,0,0,0,0,0
150000,34,28210,19130,10000,8000,0,10000,1130,1000,8000,2000,10000,0
500000,31,12988,7289,3823,4444,-232,-2701,1122,1077,3023,54,13,168816
60000,22,60103,52193,44934,17769,10400,1760,3033,2093,560,600,1760,17933
250000,30,6476,10023,12947,16095,23343,26028,5000,5000,4000,10000,4000,5000
100000,37,3492,3293,326,324,174,1367,10,650,324,0,1367,4166
300000,36,285177,291282,293497,293046,291883,297169,13003,9003,8114,4403,8838,604
180000,36,0,0,0,0,0,10970,0,0,0,0,10970,0
220000,47,3489,6246,29390,8460,19000,13550,6261,29390,8489,19000,13550,2969
30000,26,27594,29717,28812,28762,10404,8578,2595,1200,1020,10404,51000,0
20000,47,19401,19670,19839,20236,19807,19843,1331,2000,688,1000,1500,700
320000,31,3615,3707,5406,3144,1644,1925,3707,5406,3157,1644,1925,0
80000,26,45088,46040,46998,47929,46860,51931,2000,2000,2000,0,6000,0
400000,26,18256,18245,18447,13574,8805,10501,1300,1229,1120,292,2784,270
210000,45,82902,84897,56023,57137,58333,59373,3814,2931,2045,2117,2010,1853
490000,41,345075,354273,57454,59860,29377,30478,10000,4000,3500,978,1500,3500
50000,46,4270,1600,3106,0,0,1370,1600,3106,0,0,1370,3930
90000,49,10242,10930,10549,9421,6851,2133,2006,2012,3022,2020,2139,2006
360000,40,2569,316,4919,5559,5353,5401,316,4919,1000,110,1025,2684
100000,52,94935,98462,100978,96606,92062,90228,6018,5000,0,6040,4000,15000
160000,29,6252,5073,6854,3759,3164,3000,4000,2230,0,16,16,81
210000,52,65265,38627,142285,22092,35141,56188,39000,150109,180,58000,56200,20000
120000,30,77413,70630,61181,52187,49327,41096,5000,3000,2000,2000,1500,1500
360000,36,356913,208305,68214,168014,16209,18918,210000,170000,100000,3000,3000,5000
100000,43,104028,103601,105282,83616,67825,66756,6000,5088,3098,5010,3038,4031
50000,24,40751,30786,30285,14225,12668,10880,1627,3053,2005,550,400,1000
20000,24,4101,507,3042,0,8402,6204,507,3042,0,8402,0,4739
500000,54,0,0,0,0,0,0,0,0,0,0,0,0
230000,24,24973,24974,25566,23427,28229,31355,5000,5000,2100,5229,3355,4598
150000,26,127487,120586,118785,117406,106323,102179,6000,4500,5400,3900,4500,4000
30000,34,22419,24932,23502,24603,24996,26426,3207,0,1800,1100,2000,1977
330000,39,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184
130000,37,110434,108740,122873,122870,120373,134146,4100,20000,6000,5000,20000,6000
130000,35,42950,44293,45004,46257,49312,50252,2036,1747,2000,3800,1900,1900
270000,32,150616,146262,149449,150893,153878,157324,0,7100,5500,6000,6000,5100
270000,44,127543,109189,92630,69669,44149,43414,10063,5162,10150,44299,43509,31031
450000,36,-44,10223,200,0,0,0,10267,200,0,0,0,0
250000,36,253627,239250,245611,33017,182078,184036,10153,11000,4701,190071,8000,10014
280000,36,124,0,0,428,0,0,0,0,428,0,0,0
300000,26,0,0,0,0,0,0,0,0,0,0,0,0
430000,42,59648,52811,45441,39174,28261,25411,2035,1587,1161,1943,995,606
220000,41,2500,0,0,0,0,0,0,0,0,0,0,0
200000,36,390,1308,1662,14490,34902,390,1308,1662,14987,34902,390,7500
10000,30,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0
320000,34,71944,88243,96574,104795,113156,121465,19246,11550,11688,12122,12156,2437
120000,27,75896,77931,79384,81367,82321,84336,3900,3300,3900,3200,3500,3500
360000,40,0,0,0,0,0,0,0,0,0,0,0,0
200000,29,15456,46620,22935,8335,971,4278,46722,22985,8346,971,4296,21767
70000,32,37199,38296,39357,40302,41202,41865,1700,1700,1600,1700,1500,1600
70000,26,46599,45578,48505,47427,48447,45145,0,4000,0,2000,1700,3000
100000,47,72703,74147,76305,77855,78961,80452,2653,3352,3413,3000,2919,2944
150000,41,88818,90585,92485,94373,96245,98263,3241,3358,3427,3443,3567,3585
200000,31,9080,14280,13918,22836,20105,4415,14280,13918,12836,8000,1000,0
220000,36,792,396,396,396,396,546,0,396,396,396,546,396
50000,56,48155,49157,50417,48371,15417,16194,1798,2058,1683,600,1017,20698
200000,29,9283,0,780,2220,0,0,0,780,2220,0,0,8893
20000,24,15586,16649,16090,20648,19759,19160,1609,0,5148,0,0,0
160000,25,4071,4554,4770,5494,4586,4686,1060,1276,1000,92,100,1000
220000,34,2774,5152,6615,15799,13526,8726,5162,6615,15799,1526,0,2287
120000,30,101596,102860,104694,103058,71095,47379,3706,5502,4204,3017,2005,1702
20000,32,16849,17618,18194,17759,18759,5340,1434,1400,355,1000,126,450
50000,51,0,0,0,0,0,0,0,0,0,0,0,0
150000,33,45335,50262,54793,59244,64096,68837,6000,6000,6000,6000,6001,6000
210000,33,212601,177946,119362,117766,68791,66167,6000,4500,5000,3000,3000,3000
170000,30,165327,165627,165871,164606,121547,121118,7400,6328,5280,4300,4500,4300
60000,47,27970,28004,31688,30448,452,302,1456,4140,0,904,0,12985
180000,32,220901,207382,201883,196524,192243,186537,0,7820,7000,7000,5000,6000
60000,25,600,600,600,600,300,150,0,0,0,0,0,586
20000,22,631,1170,780,390,0,780,1800,0,0,0,2000,0
320000,28,26149,3860,360,360,0,720,3894,360,360,0,720,334
180000,51,40310,41634,44959,50198,52361,55510,2000,4000,6000,3000,4000,3000
360000,51,19155,1473,1430,18697,659,781,1473,1430,18740,659,781,1557
200000,40,316,316,316,316,316,316,316,316,316,316,316,316
30000,62,18563,19647,20725,21774,22114,22607,1700,1700,1700,1000,1000,2000
200000,32,132436,133530,137837,140609,141896,151082,4780,6459,6550,5106,11500,0
80000,24,4711,5737,8818,8471,8644,8820,1266,3347,0,173,176,180
90000,52,91656,87106,48730,27535,27751,29923,5110,2000,3000,1000,3000,3000
170000,26,55658,48292,23264,12346,28910,13837,5000,1000,375,18785,757,259
360000,33,30198,58332,66062,57374,40963,100369,30000,10043,20073,30000,90000,948
50000,39,49575,48208,47619,19929,15693,13766,2067,3000,1171,2000,2000,2500
60000,23,55765,56619,54636,18293,18107,18803,2600,1500,1000,1000,1000,3000
190000,55,104344,106814,104047,88269,90264,88823,6003,5009,5750,3500,3500,3200
230000,32,328,1593,2015,1077,1479,3104,1621,2015,10,1479,3104,1152
90000,37,91193,91078,86785,79894,50546,34427,7006,5026,7031,6000,1345,1500
70000,45,71586,71623,71020,67338,70769,68957,3100,3008,0,5100,2600,0
20000,21,10109,11153,11841,4725,9135,18355,3000,2000,1200,5000,10000,8906
10000,46,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
50000,25,25008,27790,27059,29505,29824,29209,3200,0,2900,1100,0,2400
300000,39,-3928,-5973,4735,6186,116,14429,1720,344467,6822,49,15000,12000
340000,38,325,325,325,580,9664,29200,325,325,580,9664,29200,5260
200000,36,0,0,0,0,3774,0,0,0,0,3774,0,686
150000,49,4016,5115,3425,1334,2117,1098,5119,1002,1336,2119,1098,757
280000,38,168581,170775,166749,168739,166757,161777,6000,5,5858,5741,5608,5712
230000,32,700,1428,600,0,0,0,1428,600,0,0,0,0
20000,24,390,707,1320,930,780,240,1097,1003,0,240,0,780
80000,37,21054,21776,22790,23411,23882,24356,1365,1379,1000,1000,871,1000
110000,42,80338,83483,74258,66409,69895,72234,5000,10000,3000,6000,3300,5000
10000,24,7680,10160,9844,9554,9515,9700,2616,0,400,499,500,900
170000,39,1803,217,10121,12180,15667,9224,218,10121,12180,5011,0,265
290000,40,151996,155371,157605,133904,128276,130419,7800,7549,10000,15000,5000,0
20000,29,18985,20271,19658,20086,19630,19627,3100,0,1600,400,393,270
110000,34,45302,44980,46987,45165,44636,45094,2100,4100,0,1800,2000,2000
80000,37,0,0,0,0,0,0,3000,0,0,0,0,0
80000,36,808,808,1672,1672,836,836,836,1700,836,0,836,390
50000,48,44489,45470,46424,45377,48441,47511,2000,2000,0,3800,0,1800
80000,32,0,0,0,0,0,0,0,0,0,0,0,0
